Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,1014.200,1029.842,15.642,VIDEO\Waffle.MOV,30412,30881,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,1031.308,1032.510,1.202,VIDEO\Waffle.MOV,30925,30961,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,1032.810,1051.818,19.008,VIDEO\Waffle.MOV,30970,31540,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,interacting with tupperware,Not defined,,STATE,1053.218,1064.157,10.939,VIDEO\Waffle.MOV,31582,31910,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1075.830,1075.830,NA,VIDEO\Waffle.MOV,32260,32260,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1076.297,1076.297,NA,VIDEO\Waffle.MOV,32274,32274,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1076.530,1076.530,NA,VIDEO\Waffle.MOV,32281,32281,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1076.830,1076.830,NA,VIDEO\Waffle.MOV,32290,32290,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1077.397,1077.397,NA,VIDEO\Waffle.MOV,32307,32307,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1077.797,1077.797,NA,VIDEO\Waffle.MOV,32319,32319,,,,
Waffle,2024-12-19 21:49:23.228,,Media file,player #1:VIDEO\Waffle.MOV,0.0,1417.320,1473.312,29.970,No focal subject,240.613,nudging/scratching/paw owner,Not defined,,POINT,1078.330,1078.330,NA,VIDEO\Waffle.MOV,32335,32335,,,,
