Observation id,Behavior,Behavior type,Start (s),Stop (s),coder
Bunny,looking at owner,POINT,388.643,388.643,Amanda
Bunny,looking at owner,POINT,390.725,390.725,Amanda
Bunny,alternating gaze,POINT,398.183,398.183,Amanda
Bunny,looking at owner,POINT,406.307,406.307,Amanda
Bunny,looking at owner,POINT,409.472,409.472,Amanda
Bunny,interacting with tupperware,STATE,418.68,426.345,Amanda
Bunny,interacting with tupperware,STATE,428.678,429.01,Amanda
Bunny,interacting with tupperware,STATE,430.76,430.968,Amanda
Bunny,alternating gaze,POINT,431.218,431.218,Amanda
Bunny,looking at owner,POINT,437.093,437.093,Amanda
Bunny,looking at owner,POINT,441.758,441.758,Amanda
Bunny,looking at owner,POINT,455.757,455.757,Amanda
Bunny,looking at owner,POINT,458.63,458.63,Amanda
Bunny,looking at owner,POINT,461.338,461.338,Amanda
Bunny,looking at owner,POINT,471.545,471.545,Amanda
Bunny,looking at owner,POINT,489.917,489.917,Amanda
Bunny,looking at owner,POINT,491.75,491.75,Amanda
Bunny,looking at owner,POINT,503.373,503.373,Amanda
Bunny,nudging/scratching/paw owner,POINT,504.748,504.748,Amanda
Bunny,looking at owner,POINT,510.413,510.413,Amanda
Bunny,End,POINT,519.662,519.662,Amanda
Bunny,Start,POINT,750.707,750.707,Amanda
Bunny,interacting with tupperware,STATE,750.915,753.207,Amanda
Bunny,alternating gaze,POINT,753.79,753.79,Amanda
Bunny,interacting with tupperware,STATE,755.205,762.08,Amanda
Bunny,interacting with tupperware,STATE,765.745,766.203,Amanda
Bunny,alternating gaze,POINT,771.37,771.37,Amanda
Bunny,looking at owner,POINT,771.745,771.745,Amanda
Bunny,alternating gaze,POINT,772.787,772.787,Amanda
Bunny,looking at owner,POINT,777.452,777.452,Amanda
Bunny,looking at owner,POINT,780.535,780.535,Amanda
Bunny,looking at owner,POINT,786.2,786.2,Amanda
Bunny,looking at owner,POINT,789.033,789.033,Amanda
Bunny,alternating gaze,POINT,789.908,789.908,Amanda
Bunny,looking at owner,POINT,791.742,791.742,Amanda
Bunny,alternating gaze,POINT,795.782,795.782,Amanda
Bunny,looking at owner,POINT,798.157,798.157,Amanda
Bunny,looking at owner,POINT,800.615,800.615,Amanda
Bunny,looking at owner,POINT,807.613,807.613,Amanda
Bunny,interacting with tupperware,STATE,818.612,819.487,Amanda
Bunny,interacting with tupperware,STATE,821.07,821.445,Amanda
Bunny,interacting with tupperware,STATE,822.153,824.402,Amanda
Bunny,looking at owner,POINT,828.068,828.068,Amanda
Bunny,looking at owner,POINT,831.86,831.86,Amanda
Bunny,looking at owner,POINT,843.773,843.773,Amanda
Bunny,looking at owner,POINT,854.938,854.938,Amanda
Bunny,looking at owner,POINT,858.98,858.98,Amanda
Bunny,looking at owner,POINT,879.685,879.685,Amanda
Bunny,alternating gaze,POINT,880.352,880.352,Amanda
Bunny,alternating gaze,POINT,882.143,882.143,Amanda
Bunny,looking at owner,POINT,884.267,884.267,Amanda
Bunny,looking at owner,POINT,889.892,889.892,Amanda
Bunny,interacting with tupperware,STATE,905.722,907.513,Amanda
Bunny,alternating gaze,POINT,911.305,911.305,Amanda
Bunny,looking at owner,POINT,912.72,912.72,Amanda
Bunny,looking at owner,POINT,921.637,921.637,Amanda
Bunny,End,POINT,930.718,930.718,Amanda
Bunny,Start,POINT,1013.537,1013.537,Amanda
Bunny,interacting with tupperware,STATE,1013.787,1015.995,Amanda
Bunny,interacting with tupperware,STATE,1017.745,1020.952,Amanda
Bunny,alternating gaze,POINT,1021.077,1021.077,Amanda
Bunny,looking at owner,POINT,1023.493,1023.493,Amanda
Bunny,alternating gaze,POINT,1025.993,1025.993,Amanda
Bunny,alternating gaze,POINT,1031.992,1031.992,Amanda
Bunny,interacting with tupperware,STATE,1040.948,1041.615,Amanda
Bunny,looking at owner,POINT,1043.282,1043.282,Amanda
Bunny,looking at owner,POINT,1055.822,1055.822,Amanda
Bunny,looking at owner,POINT,1088.567,1088.567,Amanda
Bunny,looking at owner,POINT,1093.898,1093.898,Amanda
Bunny,looking at owner,POINT,1109.978,1109.978,Amanda
Bunny,looking at owner,POINT,1118.395,1118.395,Amanda
Bunny,looking at owner,POINT,1121.143,1121.143,Amanda
Bunny,looking at owner,POINT,1157.388,1157.388,Amanda
Bunny,looking at owner,POINT,1172.552,1172.552,Amanda
Bunny,looking at owner,POINT,1176.635,1176.635,Amanda
Bunny,End,POINT,1193.548,1193.548,Amanda
Bunny,Start,POINT,1259.037,1259.037,Amanda
Bunny,interacting with tupperware,STATE,1259.037,1260.87,Amanda
Bunny,alternating gaze,POINT,1261.037,1261.037,Amanda
Bunny,looking at owner,POINT,1262.995,1262.995,Amanda
Bunny,looking at owner,POINT,1263.537,1263.537,Amanda
Bunny,alternating gaze,POINT,1266.078,1266.078,Amanda
Bunny,interacting with tupperware,STATE,1267.618,1271.91,Amanda
Bunny,alternating gaze,POINT,1272.118,1272.118,Amanda
Bunny,looking at owner,POINT,1273.785,1273.785,Amanda
Bunny,looking at owner,POINT,1280.95,1280.95,Amanda
Bunny,looking at owner,POINT,1283.2,1283.2,Amanda
Bunny,interacting with tupperware,STATE,1293.198,1295.532,Amanda
Bunny,interacting with tupperware,STATE,1295.657,1295.782,Amanda
Bunny,looking at owner,POINT,1298.988,1298.988,Amanda
Bunny,looking at owner,POINT,1311.153,1311.153,Amanda
Bunny,looking at owner,POINT,1313.612,1313.612,Amanda
Bunny,looking at owner,POINT,1318.277,1318.277,Amanda
Bunny,looking at owner,POINT,1340.648,1340.648,Amanda
Bunny,alternating gaze,POINT,1342.273,1342.273,Amanda
Bunny,looking at owner,POINT,1360.687,1360.687,Amanda
Bunny,looking at owner,POINT,1362.02,1362.02,Amanda
Bunny,looking at owner,POINT,1364.27,1364.27,Amanda
Bunny,looking at owner,POINT,1398.763,1398.763,Amanda
Bunny,looking at owner,POINT,1413.012,1413.012,Amanda
Bunny,looking at owner,POINT,1424.592,1424.592,Amanda
Bunny,looking at owner,POINT,1428.842,1428.842,Amanda
Bunny,End,POINT,1439.048,1439.048,Amanda
Bunny,Start,POINT,1511.91,1511.91,Amanda
Bunny,interacting with tupperware,STATE,1512.452,1512.827,Amanda
Bunny,interacting with tupperware,STATE,1514.035,1514.702,Amanda
Bunny,alternating gaze,POINT,1515.66,1515.66,Amanda
Bunny,interacting with tupperware,STATE,1516.993,1517.368,Amanda
Bunny,interacting with tupperware,STATE,1517.41,1518.452,Amanda
Bunny,interacting with tupperware,STATE,1518.535,1520.077,Amanda
Bunny,interacting with tupperware,STATE,1520.868,1521.242,Amanda
Bunny,interacting with tupperware,STATE,1521.408,1521.658,Amanda
Bunny,interacting with tupperware,STATE,1522.242,1522.533,Amanda
Bunny,interacting with tupperware,STATE,1522.617,1523.95,Amanda
Bunny,interacting with tupperware,STATE,1525.533,1525.7,Amanda
Bunny,interacting with tupperware,STATE,1526.575,1527.908,Amanda
Bunny,interacting with tupperware,STATE,1528.783,1529.367,Amanda
Bunny,interacting with tupperware,STATE,1529.825,1530.45,Amanda
Bunny,interacting with tupperware,STATE,1531.615,1533.698,Amanda
Bunny,interacting with tupperware,STATE,1533.823,1534.948,Amanda
Bunny,interacting with tupperware,STATE,1535.157,1535.24,Amanda
Bunny,alternating gaze,POINT,1535.948,1535.948,Amanda
Bunny,alternating gaze,POINT,1543.072,1543.072,Amanda
Bunny,looking at owner,POINT,1543.947,1543.947,Amanda
Bunny,looking at owner,POINT,1546.697,1546.697,Amanda
Bunny,looking at owner,POINT,1548.697,1548.697,Amanda
Bunny,alternating gaze,POINT,1549.905,1549.905,Amanda
Bunny,looking at owner,POINT,1551.695,1551.695,Amanda
Bunny,looking at owner,POINT,1555.695,1555.695,Amanda
Bunny,alternating gaze,POINT,1591.23,1591.23,Amanda
Bunny,looking at owner,POINT,1596.23,1596.23,Amanda
Bunny,looking at owner,POINT,1599.772,1599.772,Amanda
Bunny,alternating gaze,POINT,1601.062,1601.062,Amanda
Bunny,alternating gaze,POINT,1601.645,1601.645,Amanda
Bunny,looking at owner,POINT,1618.352,1618.352,Amanda
Bunny,looking at owner,POINT,1625.35,1625.35,Amanda
Bunny,looking at owner,POINT,1630.015,1630.015,Amanda
Bunny,looking at owner,POINT,1655.053,1655.053,Amanda
Bunny,looking at owner,POINT,1661.177,1661.177,Amanda
Bunny,End,POINT,1691.922,1691.922,Amanda
Moxie,Start,POINT,80.334,80.334,Amanda
Moxie,interacting with tupperware,STATE,80.334,81.601,Amanda
Moxie,looking at owner,POINT,82.2,82.2,Amanda
Moxie,alternating gaze,POINT,83.2,83.2,Amanda
Moxie,interacting with tupperware,STATE,84.4,85.268,Amanda
Moxie,alternating gaze,POINT,85.334,85.334,Amanda
Moxie,interacting with tupperware,STATE,87.667,88.067,Amanda
Moxie,looking at owner,POINT,89.267,89.267,Amanda
Moxie,looking at owner,POINT,90.8,90.8,Amanda
Moxie,looking at owner,POINT,96.602,96.602,Amanda
Moxie,looking at owner,POINT,112.601,112.601,Amanda
Moxie,interacting with tupperware,STATE,116.734,117.2,Amanda
Moxie,alternating gaze,POINT,117.268,117.268,Amanda
Moxie,looking at owner,POINT,121.534,121.534,Amanda
Moxie,looking at owner,POINT,124.134,124.134,Amanda
Moxie,looking at owner,POINT,128.001,128.001,Amanda
Moxie,looking at owner,POINT,136.534,136.534,Amanda
Moxie,looking at owner,POINT,139.001,139.001,Amanda
Moxie,looking at owner,POINT,156.934,156.934,Amanda
Moxie,looking at owner,POINT,158.534,158.534,Amanda
Moxie,looking at owner,POINT,162.667,162.667,Amanda
Moxie,looking at owner,POINT,194.334,194.334,Amanda
Moxie,looking at owner,POINT,210.734,210.734,Amanda
Moxie,looking at owner,POINT,251.467,251.467,Amanda
Moxie,End,POINT,260.336,260.336,Amanda
Moxie,Start,POINT,381.735,381.735,Amanda
Moxie,interacting with tupperware,STATE,381.735,382.2,Amanda
Moxie,interacting with tupperware,STATE,382.669,383.669,Amanda
Moxie,interacting with tupperware,STATE,385.2,388.134,Amanda
Moxie,alternating gaze,POINT,388.734,388.734,Amanda
Moxie,interacting with tupperware,STATE,390.469,390.735,Amanda
Moxie,alternating gaze,POINT,391.467,391.467,Amanda
Moxie,interacting with tupperware,STATE,394.334,396.267,Amanda
Moxie,looking at owner,POINT,400.934,400.934,Amanda
Moxie,nudging/scratching/paw owner,POINT,404.001,404.001,Amanda
Moxie,looking at owner,POINT,411.401,411.401,Amanda
Moxie,looking at owner,POINT,419,419,Amanda
Moxie,looking at owner,POINT,426.067,426.067,Amanda
Moxie,looking at owner,POINT,443.401,443.401,Amanda
Moxie,alternating gaze,POINT,444.534,444.534,Amanda
Moxie,looking at owner,POINT,447.667,447.667,Amanda
Moxie,looking at owner,POINT,455.801,455.801,Amanda
Moxie,looking at owner,POINT,474.803,474.803,Amanda
Moxie,looking at owner,POINT,481.935,481.935,Amanda
Moxie,looking at owner,POINT,484.401,484.401,Amanda
Moxie,interacting with tupperware,STATE,508.533,510.201,Amanda
Moxie,alternating gaze,POINT,510.467,510.467,Amanda
Moxie,interacting with tupperware,STATE,513.334,513.533,Amanda
Moxie,looking at owner,POINT,521.067,521.067,Amanda
Moxie,looking at owner,POINT,525.667,525.667,Amanda
Moxie,interacting with tupperware,STATE,547.667,548.868,Amanda
Moxie,looking at owner,POINT,557.868,557.868,Amanda
Moxie,End,POINT,561.735,561.735,Amanda
Moxie,Start,POINT,637.001,637.001,Amanda
Moxie,interacting with tupperware,STATE,637.335,637.535,Amanda
Moxie,alternating gaze,POINT,637.935,637.935,Amanda
Moxie,alternating gaze,POINT,640.334,640.334,Amanda
Moxie,interacting with tupperware,STATE,644.934,645.667,Amanda
Moxie,interacting with tupperware,STATE,645.935,646.666,Amanda
Moxie,alternating gaze,POINT,647.069,647.069,Amanda
Moxie,interacting with tupperware,STATE,654.601,656.134,Amanda
Moxie,alternating gaze,POINT,656.601,656.601,Amanda
Moxie,bark/whine vocalization,POINT,666.401,666.401,Amanda
Moxie,looking at owner,POINT,674.267,674.267,Amanda
Moxie,looking at owner,POINT,683.868,683.868,Amanda
Moxie,looking at owner,POINT,690.401,690.401,Amanda
Moxie,looking at owner,POINT,705.001,705.001,Amanda
Moxie,looking at owner,POINT,706.134,706.134,Amanda
Moxie,looking at owner,POINT,720.402,720.402,Amanda
Moxie,looking at owner,POINT,723.134,723.134,Amanda
Moxie,looking at owner,POINT,772.067,772.067,Amanda
Moxie,alternating gaze,POINT,800.868,800.868,Amanda
Moxie,End,POINT,817.001,817.001,Amanda
Moxie,Start,POINT,890.001,890.001,Amanda
Moxie,looking at owner,POINT,890.534,890.534,Amanda
Moxie,alternating gaze,POINT,890.734,890.734,Amanda
Moxie,interacting with tupperware,STATE,891.201,892.668,Amanda
Moxie,alternating gaze,POINT,892.867,892.867,Amanda
Moxie,interacting with tupperware,STATE,894.401,895.134,Amanda
Moxie,alternating gaze,POINT,896.401,896.401,Amanda
Moxie,looking at owner,POINT,897.076,897.076,Amanda
Moxie,looking at owner,POINT,904.068,904.068,Amanda
Moxie,looking at owner,POINT,921.534,921.534,Amanda
Moxie,looking at owner,POINT,936.734,936.734,Amanda
Moxie,alternating gaze,POINT,950.334,950.334,Amanda
Moxie,looking at owner,POINT,979.602,979.602,Amanda
Moxie,alternating gaze,POINT,981.734,981.734,Amanda
Moxie,interacting with tupperware,STATE,984.801,985.468,Amanda
Moxie,interacting with tupperware,STATE,994.868,995.334,Amanda
Moxie,interacting with tupperware,STATE,995.668,995.935,Amanda
Moxie,alternating gaze,POINT,996.401,996.401,Amanda
Moxie,interacting with tupperware,STATE,998.334,999.268,Amanda
Moxie,looking at owner,POINT,1005.935,1005.935,Amanda
Moxie,looking at owner,POINT,1024.268,1024.268,Amanda
Moxie,End,POINT,1070.001,1070.001,Amanda
Moxie,Start,POINT,1139.534,1139.534,Amanda
Moxie,interacting with tupperware,STATE,1139.534,1140.935,Amanda
Moxie,alternating gaze,POINT,1141.468,1141.468,Amanda
Moxie,alternating gaze,POINT,1143.068,1143.068,Amanda
Moxie,looking at owner,POINT,1147.401,1147.401,Amanda
Moxie,looking at owner,POINT,1203.068,1203.068,Amanda
Moxie,alternating gaze,POINT,1203.868,1203.868,Amanda
Moxie,interacting with tupperware,STATE,1208.334,1220.2,Amanda
Moxie,interacting with tupperware,STATE,1230.868,1231.401,Amanda
Moxie,alternating gaze,POINT,1235.268,1235.268,Amanda
Moxie,looking at owner,POINT,1257.268,1257.268,Amanda
Moxie,looking at owner,POINT,1264.935,1264.935,Amanda
Moxie,looking at owner,POINT,1299.068,1299.068,Amanda
Moxie,End,POINT,1319.534,1319.534,Amanda
Moxie,Start,POINT,1383.268,1383.268,Amanda
Moxie,interacting with tupperware,STATE,1383.868,1384.136,Amanda
Moxie,interacting with tupperware,STATE,1384.735,1385.001,Amanda
Moxie,interacting with tupperware,STATE,1385.333,1385.812,Amanda
Moxie,alternating gaze,POINT,1386.068,1386.068,Amanda
Moxie,looking at owner,POINT,1391.61,1391.61,Amanda
Moxie,looking at owner,POINT,1394.61,1394.61,Amanda
Moxie,alternating gaze,POINT,1395.534,1395.534,Amanda
Moxie,interacting with tupperware,STATE,1397.67,1398.401,Amanda
Moxie,interacting with tupperware,STATE,1398.668,1400.601,Amanda
Moxie,looking at owner,POINT,1404.401,1404.401,Amanda
Moxie,looking at owner,POINT,1425.935,1425.935,Amanda
Moxie,looking at owner,POINT,1448.201,1448.201,Amanda
Moxie,alternating gaze,POINT,1449.4,1449.4,Amanda
Moxie,looking at owner,POINT,1473.468,1473.468,Amanda
Moxie,alternating gaze,POINT,1487.335,1487.335,Amanda
Moxie,looking at owner,POINT,1488.47,1488.47,Amanda
Moxie,looking at owner,POINT,1493.334,1493.334,Amanda
Moxie,looking at owner,POINT,1497.401,1497.401,Amanda
Moxie,looking at owner,POINT,1500.935,1500.935,Amanda
Moxie,looking at owner,POINT,1517.467,1517.467,Amanda
Moxie,End,POINT,1563.269,1563.269,Amanda
Waffle,Start,POINT,21.277,21.277,Amanda
Waffle,interacting with tupperware,STATE,22.01,23.545,Amanda
Waffle,alternating gaze,POINT,25.478,25.478,Amanda
Waffle,interacting with tupperware,STATE,30.347,35.683,Amanda
Waffle,interacting with tupperware,STATE,36.45,37.55,Amanda
Waffle,alternating gaze,POINT,39.652,39.652,Amanda
Waffle,interacting with tupperware,STATE,60.995,66.197,Amanda
Waffle,interacting with tupperware,STATE,66.397,69.365,Amanda
Waffle,interacting with tupperware,STATE,69.532,71.1,Amanda
Waffle,interacting with tupperware,STATE,71.533,72.1,Amanda
Waffle,interacting with tupperware,STATE,72.833,75.002,Amanda
Waffle,interacting with tupperware,STATE,80.47,81.438,Amanda
Waffle,interacting with tupperware,STATE,81.538,82.238,Amanda
Waffle,interacting with tupperware,STATE,83.572,84.138,Amanda
Waffle,interacting with tupperware,STATE,86.173,86.74,Amanda
Waffle,interacting with tupperware,STATE,89.608,90.108,Amanda
Waffle,interacting with tupperware,STATE,91.008,97.245,Amanda
Waffle,alternating gaze,POINT,108.017,108.017,Amanda
Waffle,alternating gaze,POINT,117.888,117.888,Amanda
Waffle,bark/whine vocalization,POINT,119.322,119.322,Amanda
Waffle,bark/whine vocalization,POINT,133.262,133.262,Amanda
Waffle,alternating gaze,POINT,135.062,135.062,Amanda
Waffle,looking at owner,POINT,152.237,152.237,Amanda
Waffle,alternating gaze,POINT,152.437,152.437,Amanda
Waffle,alternating gaze,POINT,159.673,159.673,Amanda
Waffle,bark/whine vocalization,POINT,162.542,162.542,Amanda
Waffle,looking at owner,POINT,172.113,172.113,Amanda
Waffle,alternating gaze,POINT,172.347,172.347,Amanda
Waffle,bark/whine vocalization,POINT,177.715,177.715,Amanda
Waffle,alternating gaze,POINT,178.315,178.315,Amanda
Waffle,bark/whine vocalization,POINT,192.355,192.355,Amanda
Waffle,End,POINT,201.293,201.293,Amanda
Waffle,Start,POINT,256.252,256.252,Amanda
Waffle,interacting with tupperware,STATE,256.552,257.452,Amanda
Waffle,interacting with tupperware,STATE,261.52,262.888,Amanda
Waffle,interacting with tupperware,STATE,265.255,265.422,Amanda
Waffle,interacting with tupperware,STATE,265.89,266.99,Amanda
Waffle,alternating gaze,POINT,268.69,268.69,Amanda
Waffle,looking at owner,POINT,281.13,281.13,Amanda
Waffle,soundboard press,POINT,285.365,285.365,Amanda
Waffle,soundboard press,POINT,286.232,286.232,Amanda
Waffle,looking at owner,POINT,287.833,287.833,Amanda
Waffle,bark/whine vocalization,POINT,302.34,302.34,Amanda
Waffle,bark/whine vocalization,POINT,306.742,306.742,Amanda
Waffle,bark/whine vocalization,POINT,310.177,310.177,Amanda
Waffle,looking at owner,POINT,310.81,310.81,Amanda
Waffle,bark/whine vocalization,POINT,314.178,314.178,Amanda
Waffle,bark/whine vocalization,POINT,319.78,319.78,Amanda
Waffle,bark/whine vocalization,POINT,325.817,325.817,Amanda
Waffle,looking at owner,POINT,328.218,328.218,Amanda
Waffle,bark/whine vocalization,POINT,335.688,335.688,Amanda
Waffle,bark/whine vocalization,POINT,361.2,361.2,Amanda
Waffle,alternating gaze,POINT,376.34,376.34,Amanda
Waffle,looking at owner,POINT,395.883,395.883,Amanda
Waffle,alternating gaze,POINT,398.883,398.883,Amanda
Waffle,looking at owner,POINT,433.2,433.2,Amanda
Waffle,End,POINT,436.268,436.268,Amanda
Waffle,Start,POINT,485.923,485.923,Amanda
Waffle,interacting with tupperware,STATE,486.558,487.892,Amanda
Waffle,interacting with tupperware,STATE,488.825,490.327,Amanda
Waffle,interacting with tupperware,STATE,491.927,493.393,Amanda
Waffle,interacting with tupperware,STATE,504.4,505.8,Amanda
Waffle,looking at owner,POINT,509.768,509.768,Amanda
Waffle,looking at owner,POINT,522.34,522.34,Amanda
Waffle,alternating gaze,POINT,523.475,523.475,Amanda
Waffle,looking at owner,POINT,540.248,540.248,Amanda
Waffle,looking at owner,POINT,572.03,572.03,Amanda
Waffle,looking at owner,POINT,590.072,590.072,Amanda
Waffle,looking at owner,POINT,639.095,639.095,Amanda
Waffle,looking at owner,POINT,642.697,642.697,Amanda
Waffle,Start,POINT,724.5,724.5,Amanda
Waffle,interacting with tupperware,STATE,725.535,728.268,Amanda
Waffle,bark/whine vocalization,POINT,733.338,733.338,Amanda
Waffle,alternating gaze,POINT,735.205,735.205,Amanda
Waffle,bark/whine vocalization,POINT,741.875,741.875,Amanda
Waffle,looking at owner,POINT,763.518,763.518,Amanda
Waffle,bark/whine vocalization,POINT,784.895,784.895,Amanda
Waffle,alternating gaze,POINT,786.195,786.195,Amanda
Waffle,bark/whine vocalization,POINT,893.978,893.978,Amanda
Waffle,End,POINT,904.517,904.517,Amanda
Waffle,Start,POINT,1011.333,1011.333,Amanda
Waffle,interacting with tupperware,STATE,1012.133,1012.8,Amanda
Waffle,interacting with tupperware,STATE,1013.333,1013.733,Amanda
Waffle,interacting with tupperware,STATE,1014.302,1015.068,Amanda
Waffle,interacting with tupperware,STATE,1015.868,1016.002,Amanda
Waffle,interacting with tupperware,STATE,1016.402,1016.568,Amanda
Waffle,interacting with tupperware,STATE,1017.435,1017.602,Amanda
Waffle,interacting with tupperware,STATE,1017.868,1018.037,Amanda
Waffle,interacting with tupperware,STATE,1018.203,1018.37,Amanda
Waffle,interacting with tupperware,STATE,1018.537,1022.505,Amanda
Waffle,interacting with tupperware,STATE,1022.672,1022.905,Amanda
Waffle,interacting with tupperware,STATE,1025.607,1030.342,Amanda
Waffle,interacting with tupperware,STATE,1030.742,1031.108,Amanda
Waffle,interacting with tupperware,STATE,1031.342,1032.677,Amanda
Waffle,interacting with tupperware,STATE,1035.01,1035.143,Amanda
Waffle,interacting with tupperware,STATE,1035.71,1035.978,Amanda
Waffle,interacting with tupperware,STATE,1036.312,1036.512,Amanda
Waffle,interacting with tupperware,STATE,1037.012,1037.512,Amanda
Waffle,interacting with tupperware,STATE,1039.613,1040.547,Amanda
Waffle,interacting with tupperware,STATE,1040.647,1040.78,Amanda
Waffle,interacting with tupperware,STATE,1040.88,1041.113,Amanda
Waffle,interacting with tupperware,STATE,1041.813,1042.513,Amanda
Waffle,interacting with tupperware,STATE,1043.282,1044.348,Amanda
Waffle,interacting with tupperware,STATE,1045.115,1046.315,Amanda
Waffle,interacting with tupperware,STATE,1047.65,1048.417,Amanda
Waffle,interacting with tupperware,STATE,1048.917,1049.417,Amanda
Waffle,interacting with tupperware,STATE,1049.983,1051.352,Amanda
Waffle,interacting with tupperware,STATE,1053.618,1064.023,Amanda
Waffle,looking at owner,POINT,1071.993,1071.993,Amanda
Waffle,nudging/scratching/paw owner,POINT,1074.795,1074.795,Amanda
Waffle,nudging/scratching/paw owner,POINT,1075.897,1075.897,Amanda
Waffle,nudging/scratching/paw owner,POINT,1076.33,1076.33,Amanda
Waffle,looking at owner,POINT,1082.398,1082.398,Amanda
Waffle,positioning in front of owner,POINT,1083.833,1083.833,Amanda
Waffle,bark/whine vocalization,POINT,1098.44,1098.44,Amanda
Waffle,bark/whine vocalization,POINT,1108.845,1108.845,Amanda
Waffle,bark/whine vocalization,POINT,1119.25,1119.25,Amanda
Waffle,bark/whine vocalization,POINT,1172.573,1172.573,Amanda
Waffle,bark/whine vocalization,POINT,1176.775,1176.775,Amanda
Waffle,bark/whine vocalization,POINT,1179.777,1179.777,Amanda
Waffle,bark/whine vocalization,POINT,1183.245,1183.245,Amanda
Waffle,bark/whine vocalization,POINT,1190.948,1190.948,Amanda
Waffle,End,POINT,1191.348,1191.348,Amanda
Waffle,Start,POINT,1259.713,1259.713,Amanda
Waffle,interacting with tupperware,STATE,1268.918,1269.052,Amanda
Waffle,interacting with tupperware,STATE,1269.218,1269.718,Amanda
Waffle,interacting with tupperware,STATE,1271.52,1271.72,Amanda
Waffle,interacting with tupperware,STATE,1273.287,1273.687,Amanda
Waffle,interacting with tupperware,STATE,1278.39,1278.79,Amanda
Waffle,interacting with tupperware,STATE,1279.923,1280.023,Amanda
Waffle,interacting with tupperware,STATE,1283.025,1283.258,Amanda
Waffle,interacting with tupperware,STATE,1283.558,1284.092,Amanda
Waffle,interacting with tupperware,STATE,1287.527,1287.693,Amanda
Waffle,interacting with tupperware,STATE,1287.827,1288.56,Amanda
Waffle,soundboard press,POINT,1290.728,1290.728,Amanda
Waffle,soundboard press,POINT,1292.562,1292.562,Amanda
Waffle,looking at owner,POINT,1292.897,1292.897,Amanda
Waffle,alternating gaze,POINT,1293.63,1293.63,Amanda
Waffle,nudging/scratching/paw owner,POINT,1297.698,1297.698,Amanda
Waffle,nudging/scratching/paw owner,POINT,1298.198,1298.198,Amanda
Waffle,looking at owner,POINT,1300.133,1300.133,Amanda
Waffle,looking at owner,POINT,1344.153,1344.153,Amanda
Waffle,looking at owner,POINT,1385.905,1385.905,Amanda
Waffle,looking at owner,POINT,1393.808,1393.808,Amanda
Waffle,looking at owner,POINT,1402.147,1402.147,Amanda
Waffle,looking at owner,POINT,1438.597,1438.597,Amanda
Waffle,End,POINT,1439.73,1439.73,Amanda
Poppy,Start,POINT,46.446,46.446,Amanda
Poppy,looking at owner,POINT,46.48,46.48,Amanda
Poppy,looking at owner,POINT,111.658,111.658,Amanda
Poppy,looking at owner,POINT,115.765,115.765,Amanda
Poppy,looking at owner,POINT,161.878,161.878,Amanda
Poppy,End,POINT,226.455,226.455,Amanda
Poppy,Start,POINT,273.503,273.503,Amanda
Poppy,looking at owner,POINT,273.503,273.503,Amanda
Poppy,interacting with tupperware,STATE,280.748,280.949,Amanda
Poppy,interacting with tupperware,STATE,283.653,285.891,Amanda
Poppy,alternating gaze,POINT,292.736,292.736,Amanda
Poppy,interacting with tupperware,STATE,308.362,310.299,Amanda
Poppy,looking at owner,POINT,319.114,319.114,Amanda
Poppy,interacting with tupperware,STATE,326.46,330.133,Amanda
Poppy,looking at owner,POINT,335.075,335.075,Amanda
Poppy,alternating gaze,POINT,400.053,400.053,Amanda
Poppy,looking at owner,POINT,431.541,431.541,Amanda
Poppy,End,POINT,453.512,453.512,Amanda
Poppy,Start,POINT,514.717,514.717,Amanda
Poppy,interacting with tupperware,STATE,515.084,517.455,Amanda
Poppy,interacting with tupperware,STATE,523.231,523.866,Amanda
Poppy,interacting with tupperware,STATE,525.569,526.904,Amanda
Poppy,alternating gaze,POINT,536.053,536.053,Amanda
Poppy,alternating gaze,POINT,541.797,541.797,Amanda
Poppy,interacting with tupperware,STATE,544.368,544.635,Amanda
Poppy,interacting with tupperware,STATE,555.12,556.923,Amanda
Poppy,interacting with tupperware,STATE,568.81,569.578,Amanda
Poppy,looking at owner,POINT,575.154,575.154,Amanda
Poppy,looking at owner,POINT,586.574,586.574,Amanda
Poppy,interacting with tupperware,STATE,634.222,636.259,Amanda
Poppy,alternating gaze,POINT,643.872,643.872,Amanda
Poppy,looking at owner,POINT,677.43,677.43,Amanda
Poppy,looking at owner,POINT,694.693,694.693,Amanda
Poppy,End,POINT,694.726,694.726,Amanda
Poppy,Start,POINT,760.506,760.506,Amanda
Poppy,interacting with tupperware,STATE,760.539,762.576,Amanda
Poppy,alternating gaze,POINT,763.177,763.177,Amanda
Poppy,interacting with tupperware,STATE,767.952,771.09,Amanda
Poppy,interacting with tupperware,STATE,772.092,773.495,Amanda
Poppy,alternating gaze,POINT,775.999,775.999,Amanda
Poppy,interacting with tupperware,STATE,777.668,778.336,Amanda
Poppy,interacting with tupperware,STATE,780.039,780.74,Amanda
Poppy,looking at owner,POINT,818.705,818.705,Amanda
Poppy,alternating gaze,POINT,819.941,819.941,Amanda
Poppy,interacting with tupperware,STATE,823.814,824.749,Amanda
Poppy,interacting with tupperware,STATE,827.287,827.654,Amanda
Poppy,interacting with tupperware,STATE,830.426,831.227,Amanda
Poppy,alternating gaze,POINT,833.698,833.698,Amanda
