"","Observation id","Behavior","Behavior type","Start (s)","Stop (s)","coder"
"523","Dewey","interacting with tupperware","STATE",527.095,527.595,"Amanda"
"524","Dewey","alternating gaze","POINT",527.862,527.862,"Amanda"
"525","Dewey","interacting with tupperware","STATE",530.195,530.495,"Amanda"
"526","Dewey","interacting with tupperware","STATE",530.762,531.728,"Amanda"
"527","Dewey","interacting with tupperware","STATE",531.962,532.295,"Amanda"
"528","Dewey","alternating gaze","POINT",532.528,532.528,"Amanda"
"529","Dewey","looking at owner","POINT",536.762,536.762,"Amanda"
"530","Dewey","alternating gaze","POINT",541.995,541.995,"Amanda"
"531","Dewey","looking at owner","POINT",544.062,544.062,"Amanda"
"532","Dewey","nudging/scratching/paw owner","POINT",551.528,551.528,"Amanda"
"533","Dewey","looking at owner","POINT",567.297,567.297,"Amanda"
"534","Dewey","looking at owner","POINT",570.663,570.663,"Amanda"
"535","Dewey","looking at owner","POINT",582.13,582.13,"Amanda"
"536","Dewey","looking at owner","POINT",591.065,591.065,"Amanda"
"537","Dewey","alternating gaze","POINT",668.468,668.468,"Amanda"
"538","Dewey","looking at owner","POINT",672.568,672.568,"Amanda"
"539","Dewey","looking at owner","POINT",685.57,685.57,"Amanda"
"540","Dewey","looking at owner","POINT",689.837,689.837,"Amanda"
"541","Dewey","interacting with tupperware","STATE",728.805,732.205,"Amanda"
"542","Dewey","alternating gaze","POINT",734.338,734.338,"Amanda"
"543","Dewey","positioning in front of owner","POINT",736.605,736.605,"Amanda"
"544","Dewey","alternating gaze","POINT",745.807,745.807,"Amanda"
"545","Dewey","alternating gaze","POINT",746.64,746.64,"Amanda"
"546","Dewey","looking at owner","POINT",748.273,748.273,"Amanda"
"547","Dewey","looking at owner","POINT",753.54,753.54,"Amanda"
"548","Dewey","looking at owner","POINT",774.24,774.24,"Amanda"
"549","Dewey","alternating gaze","POINT",776.375,776.375,"Amanda"
"550","Dewey","looking at owner","POINT",793.308,793.308,"Amanda"
"551","Dewey","looking at owner","POINT",798.742,798.742,"Amanda"
"552","Dewey","looking at owner","POINT",825.277,825.277,"Amanda"
"553","Dewey","looking at owner","POINT",839.712,839.712,"Amanda"
"554","Dewey","looking at owner","POINT",840.412,840.412,"Amanda"
"555","Dewey","looking at owner","POINT",843.412,843.412,"Amanda"
"556","Dewey","interacting with tupperware","STATE",953.783,953.917,"Amanda"
"557","Dewey","interacting with tupperware","STATE",954.117,954.683,"Amanda"
"558","Dewey","interacting with tupperware","STATE",955.35,956.983,"Amanda"
"559","Dewey","interacting with tupperware","STATE",957.817,958.283,"Amanda"
"560","Dewey","interacting with tupperware","STATE",959.383,960.75,"Amanda"
"561","Dewey","interacting with tupperware","STATE",961.483,962.25,"Amanda"
"562","Dewey","alternating gaze","POINT",963.917,963.917,"Amanda"
"563","Dewey","positioning in front of owner","POINT",966.418,966.418,"Amanda"
"564","Dewey","nudging/scratching/paw owner","POINT",974.218,974.218,"Amanda"
"565","Dewey","nudging/scratching/paw owner","POINT",974.952,974.952,"Amanda"
"566","Dewey","nudging/scratching/paw owner","POINT",977.318,977.318,"Amanda"
"567","Dewey","bark/whine vocalization","POINT",980.585,980.585,"Amanda"
"568","Dewey","looking at owner","POINT",984.585,984.585,"Amanda"
"569","Dewey","alternating gaze","POINT",984.918,984.918,"Amanda"
"570","Dewey","alternating gaze","POINT",986.285,986.285,"Amanda"
"571","Dewey","bark/whine vocalization","POINT",987.718,987.718,"Amanda"
"572","Dewey","looking at owner","POINT",1025.353,1025.353,"Amanda"
"573","Dewey","looking at owner","POINT",1027.52,1027.52,"Amanda"
"574","Dewey","looking at owner","POINT",1030.288,1030.288,"Amanda"
"575","Dewey","looking at owner","POINT",1033.055,1033.055,"Amanda"
"576","Dewey","looking at owner","POINT",1035.088,1035.088,"Amanda"
"577","Dewey","looking at owner","POINT",1048.188,1048.188,"Amanda"
"578","Dewey","looking at owner","POINT",1056.455,1056.455,"Amanda"
"579","Dewey","alternating gaze","POINT",1063.623,1063.623,"Amanda"
"580","Poppy","looking at owner","POINT",46.48,46.48,"Amanda"
"581","Poppy","looking at owner","POINT",111.658,111.658,"Amanda"
"582","Poppy","looking at owner","POINT",115.765,115.765,"Amanda"
"583","Poppy","looking at owner","POINT",161.878,161.878,"Amanda"
"584","Poppy","looking at owner","POINT",273.503,273.503,"Amanda"
"585","Poppy","interacting with tupperware","STATE",280.748,280.949,"Amanda"
"586","Poppy","interacting with tupperware","STATE",283.653,285.891,"Amanda"
"587","Poppy","alternating gaze","POINT",292.736,292.736,"Amanda"
"588","Poppy","interacting with tupperware","STATE",308.362,310.299,"Amanda"
"589","Poppy","looking at owner","POINT",319.114,319.114,"Amanda"
"590","Poppy","interacting with tupperware","STATE",326.46,330.133,"Amanda"
"591","Poppy","looking at owner","POINT",335.075,335.075,"Amanda"
"592","Poppy","alternating gaze","POINT",400.053,400.053,"Amanda"
"593","Poppy","looking at owner","POINT",431.541,431.541,"Amanda"
"594","Poppy","interacting with tupperware","STATE",515.084,517.455,"Amanda"
"595","Poppy","interacting with tupperware","STATE",523.231,523.866,"Amanda"
"596","Poppy","interacting with tupperware","STATE",525.569,526.904,"Amanda"
"597","Poppy","alternating gaze","POINT",536.053,536.053,"Amanda"
"598","Poppy","alternating gaze","POINT",541.797,541.797,"Amanda"
"599","Poppy","interacting with tupperware","STATE",544.368,544.635,"Amanda"
"600","Poppy","interacting with tupperware","STATE",555.12,556.923,"Amanda"
"601","Poppy","interacting with tupperware","STATE",568.81,569.578,"Amanda"
"602","Poppy","looking at owner","POINT",575.154,575.154,"Amanda"
"603","Poppy","looking at owner","POINT",586.574,586.574,"Amanda"
"604","Poppy","interacting with tupperware","STATE",634.222,636.259,"Amanda"
"605","Poppy","alternating gaze","POINT",643.872,643.872,"Amanda"
"606","Poppy","looking at owner","POINT",677.43,677.43,"Amanda"
"607","Poppy","looking at owner","POINT",694.693,694.693,"Amanda"
"608","Poppy","interacting with tupperware","STATE",760.539,762.576,"Amanda"
"609","Poppy","alternating gaze","POINT",763.177,763.177,"Amanda"
"610","Poppy","interacting with tupperware","STATE",767.952,771.09,"Amanda"
"611","Poppy","interacting with tupperware","STATE",772.092,773.495,"Amanda"
"612","Poppy","alternating gaze","POINT",775.999,775.999,"Amanda"
"613","Poppy","interacting with tupperware","STATE",777.668,778.336,"Amanda"
"614","Poppy","interacting with tupperware","STATE",780.039,780.74,"Amanda"
"615","Poppy","looking at owner","POINT",818.705,818.705,"Amanda"
"616","Poppy","alternating gaze","POINT",819.941,819.941,"Amanda"
"617","Poppy","interacting with tupperware","STATE",823.814,824.749,"Amanda"
"618","Poppy","interacting with tupperware","STATE",827.287,827.654,"Amanda"
"619","Poppy","interacting with tupperware","STATE",830.426,831.227,"Amanda"
"620","Poppy","alternating gaze","POINT",833.698,833.698,"Amanda"
"621","Poppy","alternating gaze","POINT",841.845,841.845,"Amanda"
"622","Poppy","interacting with tupperware","STATE",1009.233,1009.6,"Amanda"
"623","Poppy","interacting with tupperware","STATE",1009.8,1010.067,"Amanda"
"624","Poppy","interacting with tupperware","STATE",1010.735,1010.936,"Amanda"
"625","Poppy","interacting with tupperware","STATE",1011.637,1015.443,"Amanda"
"626","Poppy","alternating gaze","POINT",1015.51,1015.51,"Amanda"
"627","Poppy","interacting with tupperware","STATE",1021.554,1024.225,"Amanda"
"628","Poppy","interacting with tupperware","STATE",1024.592,1024.893,"Amanda"
"629","Poppy","interacting with tupperware","STATE",1027.597,1029.133,"Amanda"
"630","Poppy","alternating gaze","POINT",1030.536,1030.536,"Amanda"
"631","Poppy","interacting with tupperware","STATE",1044.693,1045.395,"Amanda"
"632","Poppy","interacting with tupperware","STATE",1045.628,1047.031,"Amanda"
"633","Poppy","looking at owner","POINT",1050.437,1050.437,"Amanda"
"634","Poppy","looking at owner","POINT",1072.074,1072.074,"Amanda"
"635","Poppy","looking at owner","POINT",1076.949,1076.949,"Amanda"
"636","Poppy","looking at owner","POINT",1079.687,1079.687,"Amanda"
"637","Poppy","looking at owner","POINT",1098.219,1098.219,"Amanda"
"638","Poppy","looking at owner","POINT",1110.707,1110.707,"Amanda"
"639","Poppy","looking at owner","POINT",1126.234,1126.234,"Amanda"
"640","Poppy","looking at owner","POINT",1148.639,1148.639,"Amanda"
"641","Poppy","looking at owner","POINT",1176.487,1176.487,"Amanda"
"642","Poppy","looking at owner","POINT",1179.826,1179.826,"Amanda"
"643","Poppy","interacting with tupperware","STATE",1268.411,1269.213,"Amanda"
"644","Poppy","interacting with tupperware","STATE",1269.78,1270.047,"Amanda"
"645","Poppy","interacting with tupperware","STATE",1270.548,1270.849,"Amanda"
"646","Poppy","interacting with tupperware","STATE",1271.149,1272.385,"Amanda"
"647","Poppy","interacting with tupperware","STATE",1273.186,1273.386,"Amanda"
"648","Poppy","interacting with tupperware","STATE",1274.923,1275.19,"Amanda"
"649","Poppy","interacting with tupperware","STATE",1276.926,1279.263,"Amanda"
"650","Poppy","interacting with tupperware","STATE",1279.53,1279.764,"Amanda"
"651","Poppy","interacting with tupperware","STATE",1281.233,1281.667,"Amanda"
"652","Poppy","interacting with tupperware","STATE",1281.868,1282.602,"Amanda"
"653","Poppy","interacting with tupperware","STATE",1282.836,1283.704,"Amanda"
"654","Poppy","interacting with tupperware","STATE",1284.906,1285.607,"Amanda"
"655","Poppy","interacting with tupperware","STATE",1285.941,1287.043,"Amanda"
"656","Poppy","interacting with tupperware","STATE",1295.524,1296.259,"Amanda"
"657","Poppy","interacting with tupperware","STATE",1297.261,1297.628,"Amanda"
"658","Poppy","interacting with tupperware","STATE",1297.862,1298.196,"Amanda"
"659","Poppy","interacting with tupperware","STATE",1298.396,1298.663,"Amanda"
"660","Poppy","interacting with tupperware","STATE",1298.93,1299.999,"Amanda"
"661","Poppy","interacting with tupperware","STATE",1300.266,1300.7,"Amanda"
"662","Poppy","interacting with tupperware","STATE",1300.934,1301.334,"Amanda"
"663","Poppy","interacting with tupperware","STATE",1301.535,1302.269,"Amanda"
"664","Poppy","alternating gaze","POINT",1302.203,1302.203,"Amanda"
"665","Poppy","interacting with tupperware","STATE",1303.438,1303.672,"Amanda"
"666","Poppy","interacting with tupperware","STATE",1303.872,1304.173,"Amanda"
"667","Poppy","interacting with tupperware","STATE",1304.373,1304.64,"Amanda"
"668","Poppy","interacting with tupperware","STATE",1304.807,1305.108,"Amanda"
"669","Poppy","interacting with tupperware","STATE",1305.308,1305.575,"Amanda"
"670","Poppy","interacting with tupperware","STATE",1305.742,1306.076,"Amanda"
"671","Poppy","interacting with tupperware","STATE",1310.083,1315.859,"Amanda"
"672","Poppy","alternating gaze","POINT",1316.293,1316.293,"Amanda"
"673","Poppy","interacting with tupperware","STATE",1321.369,1322.704,"Amanda"
"674","Poppy","interacting with tupperware","STATE",1323.272,1325.042,"Amanda"
"675","Poppy","interacting with tupperware","STATE",1328.848,1329.216,"Amanda"
"676","Poppy","looking at owner","POINT",1331.687,1331.687,"Amanda"
"677","Poppy","looking at owner","POINT",1333.824,1333.824,"Amanda"
"678","Poppy","looking at owner","POINT",1385.78,1385.78,"Amanda"
"679","Poppy","interacting with tupperware","STATE",1431.224,1432.393,"Amanda"
"680","Poppy","interacting with tupperware","STATE",1433.795,1434.129,"Amanda"
"681","Poppy","interacting with tupperware","STATE",1434.363,1434.73,"Amanda"
"682","Poppy","interacting with tupperware","STATE",1434.931,1435.632,"Amanda"
"683","Poppy","interacting with tupperware","STATE",1435.932,1436.834,"Amanda"
"684","Poppy","interacting with tupperware","STATE",1437.134,1438.937,"Amanda"
"685","Poppy","interacting with tupperware","STATE",1439.071,1441.342,"Amanda"
"686","Mokai","interacting with tupperware","STATE",25.237,25.903,"Amanda"
"687","Mokai","alternating gaze","POINT",26.103,26.103,"Amanda"
"688","Mokai","interacting with tupperware","STATE",27.837,27.97,"Amanda"
"689","Mokai","looking at owner","POINT",29.905,29.905,"Amanda"
"690","Mokai","positioning in front of owner","POINT",34.738,34.738,"Amanda"
"691","Mokai","looking at owner","POINT",36.138,36.138,"Amanda"
"692","Mokai","looking at owner","POINT",41.173,41.173,"Amanda"
"693","Mokai","alternating gaze","POINT",42.74,42.74,"Amanda"
"694","Mokai","interacting with tupperware","STATE",47.04,47.607,"Amanda"
"695","Mokai","alternating gaze","POINT",53.808,53.808,"Amanda"
"696","Mokai","looking at owner","POINT",56.675,56.675,"Amanda"
"697","Mokai","looking at owner","POINT",60.775,60.775,"Amanda"
"698","Mokai","looking at owner","POINT",61.342,61.342,"Amanda"
"699","Mokai","bark/whine vocalization","POINT",70.843,70.843,"Amanda"
"700","Mokai","looking at owner","POINT",103.582,103.582,"Amanda"
"701","Mokai","alternating gaze","POINT",104.015,104.015,"Amanda"
"702","Mokai","alternating gaze","POINT",115.117,115.117,"Amanda"
"703","Mokai","looking at owner","POINT",119.785,119.785,"Amanda"
"704","Mokai","alternating gaze","POINT",121.118,121.118,"Amanda"
"705","Mokai","interacting with tupperware","STATE",268.54,269.473,"Amanda"
"706","Mokai","interacting with tupperware","STATE",272.507,272.907,"Amanda"
"707","Mokai","alternating gaze","POINT",273.94,273.94,"Amanda"
"708","Mokai","positioning in front of owner","POINT",276.44,276.44,"Amanda"
"709","Mokai","looking at owner","POINT",277.84,277.84,"Amanda"
"710","Mokai","positioning in front of owner","POINT",280.175,280.175,"Amanda"
"711","Mokai","looking at owner","POINT",286.575,286.575,"Amanda"
"712","Mokai","looking at owner","POINT",287.608,287.608,"Amanda"
"713","Mokai","alternating gaze","POINT",290.843,290.843,"Amanda"
"714","Mokai","looking at owner","POINT",303.778,303.778,"Amanda"
"715","Mokai","looking at owner","POINT",329.648,329.648,"Amanda"
"716","Mokai","alternating gaze","POINT",330.048,330.048,"Amanda"
"717","Mokai","looking at owner","POINT",376.988,376.988,"Amanda"
"718","Mokai","alternating gaze","POINT",388.023,388.023,"Amanda"
"719","Mokai","interacting with tupperware","STATE",508.442,510.808,"Amanda"
"720","Mokai","interacting with tupperware","STATE",513.708,514.308,"Amanda"
"721","Mokai","looking at owner","POINT",515.275,515.275,"Amanda"
"722","Mokai","alternating gaze","POINT",515.808,515.808,"Amanda"
"723","Mokai","positioning in front of owner","POINT",520.343,520.343,"Amanda"
"724","Mokai","looking at owner","POINT",521.81,521.81,"Amanda"
"725","Mokai","alternating gaze","POINT",525.11,525.11,"Amanda"
"726","Mokai","interacting with tupperware","STATE",527.343,527.845,"Amanda"
"727","Mokai","interacting with tupperware","STATE",527.878,528.845,"Amanda"
"728","Mokai","interacting with tupperware","STATE",529.412,529.445,"Amanda"
"729","Mokai","interacting with tupperware","STATE",529.645,531.345,"Amanda"
"730","Mokai","alternating gaze","POINT",542.647,542.647,"Amanda"
"731","Mokai","looking at owner","POINT",637.293,637.293,"Amanda"
"732","Mokai","alternating gaze","POINT",638.327,638.327,"Amanda"
"733","Mokai","interacting with tupperware","STATE",735.008,735.208,"Amanda"
"734","Mokai","interacting with tupperware","STATE",735.442,737.308,"Amanda"
"735","Mokai","interacting with tupperware","STATE",740.175,741.208,"Amanda"
"736","Mokai","looking at owner","POINT",743.843,743.843,"Amanda"
"737","Mokai","interacting with tupperware","STATE",914.202,914.735,"Amanda"
"738","Mokai","interacting with tupperware","STATE",971.377,971.777,"Amanda"
"739","Mokai","interacting with tupperware","STATE",972.61,973.577,"Amanda"
"740","Mokai","interacting with tupperware","STATE",973.643,974.143,"Amanda"
"741","Mokai","interacting with tupperware","STATE",974.51,974.71,"Amanda"
"742","Mokai","interacting with tupperware","STATE",975.077,975.41,"Amanda"
"743","Mokai","interacting with tupperware","STATE",975.677,975.977,"Amanda"
"744","Mokai","interacting with tupperware","STATE",976.243,976.577,"Amanda"
"745","Mokai","interacting with tupperware","STATE",976.91,977.21,"Amanda"
"746","Mokai","interacting with tupperware","STATE",977.343,977.977,"Amanda"
"747","Mokai","interacting with tupperware","STATE",978.51,978.977,"Amanda"
"748","Mokai","interacting with tupperware","STATE",979.277,980.377,"Amanda"
"749","Mokai","interacting with tupperware","STATE",980.877,981.412,"Amanda"
"750","Mokai","interacting with tupperware","STATE",982.612,986.345,"Amanda"
"751","Mokai","interacting with tupperware","STATE",986.678,987.412,"Amanda"
"752","Mokai","interacting with tupperware","STATE",987.645,987.878,"Amanda"
"753","Mokai","interacting with tupperware","STATE",989.578,989.945,"Amanda"
"754","Mokai","alternating gaze","POINT",991.045,991.045,"Amanda"
"755","Mokai","interacting with tupperware","STATE",995.68,996.213,"Amanda"
"756","Mokai","interacting with tupperware","STATE",996.58,997.213,"Amanda"
"757","Mokai","interacting with tupperware","STATE",999.647,1000.513,"Amanda"
"758","Mokai","bark/whine vocalization","POINT",1002.28,1002.28,"Amanda"
"759","Mokai","bark/whine vocalization","POINT",1005.648,1005.648,"Amanda"
"760","Mokai","looking at owner","POINT",1075.825,1075.825,"Amanda"
"761","Mokai","alternating gaze","POINT",1077.892,1077.892,"Amanda"
"762","Waffle","interacting with tupperware","STATE",22.01,23.545,"Amanda"
"763","Waffle","alternating gaze","POINT",25.478,25.478,"Amanda"
"764","Waffle","interacting with tupperware","STATE",30.347,35.683,"Amanda"
"765","Waffle","interacting with tupperware","STATE",36.45,37.55,"Amanda"
"766","Waffle","alternating gaze","POINT",39.652,39.652,"Amanda"
"767","Waffle","interacting with tupperware","STATE",60.995,66.197,"Amanda"
"768","Waffle","interacting with tupperware","STATE",66.397,69.365,"Amanda"
"769","Waffle","interacting with tupperware","STATE",69.532,71.1,"Amanda"
"770","Waffle","interacting with tupperware","STATE",71.533,72.1,"Amanda"
"771","Waffle","interacting with tupperware","STATE",72.833,75.002,"Amanda"
"772","Waffle","interacting with tupperware","STATE",80.47,81.438,"Amanda"
"773","Waffle","interacting with tupperware","STATE",81.538,82.238,"Amanda"
"774","Waffle","interacting with tupperware","STATE",83.572,84.138,"Amanda"
"775","Waffle","interacting with tupperware","STATE",86.173,86.74,"Amanda"
"776","Waffle","interacting with tupperware","STATE",89.608,90.108,"Amanda"
"777","Waffle","interacting with tupperware","STATE",91.008,97.245,"Amanda"
"778","Waffle","alternating gaze","POINT",108.017,108.017,"Amanda"
"779","Waffle","alternating gaze","POINT",117.888,117.888,"Amanda"
"780","Waffle","bark/whine vocalization","POINT",119.322,119.322,"Amanda"
"781","Waffle","bark/whine vocalization","POINT",133.262,133.262,"Amanda"
"782","Waffle","alternating gaze","POINT",135.062,135.062,"Amanda"
"783","Waffle","looking at owner","POINT",152.237,152.237,"Amanda"
"784","Waffle","alternating gaze","POINT",152.437,152.437,"Amanda"
"785","Waffle","alternating gaze","POINT",159.673,159.673,"Amanda"
"786","Waffle","bark/whine vocalization","POINT",162.542,162.542,"Amanda"
"787","Waffle","looking at owner","POINT",172.113,172.113,"Amanda"
"788","Waffle","alternating gaze","POINT",172.347,172.347,"Amanda"
"789","Waffle","bark/whine vocalization","POINT",177.715,177.715,"Amanda"
"790","Waffle","alternating gaze","POINT",178.315,178.315,"Amanda"
"791","Waffle","bark/whine vocalization","POINT",192.355,192.355,"Amanda"
"792","Waffle","interacting with tupperware","STATE",256.552,257.452,"Amanda"
"793","Waffle","interacting with tupperware","STATE",261.52,262.888,"Amanda"
"794","Waffle","interacting with tupperware","STATE",265.255,265.422,"Amanda"
"795","Waffle","interacting with tupperware","STATE",265.89,266.99,"Amanda"
"796","Waffle","alternating gaze","POINT",268.69,268.69,"Amanda"
"797","Waffle","looking at owner","POINT",281.13,281.13,"Amanda"
"798","Waffle","looking at owner","POINT",287.833,287.833,"Amanda"
"799","Waffle","bark/whine vocalization","POINT",302.34,302.34,"Amanda"
"800","Waffle","bark/whine vocalization","POINT",306.742,306.742,"Amanda"
"801","Waffle","bark/whine vocalization","POINT",310.177,310.177,"Amanda"
"802","Waffle","looking at owner","POINT",310.81,310.81,"Amanda"
"803","Waffle","bark/whine vocalization","POINT",314.178,314.178,"Amanda"
"804","Waffle","bark/whine vocalization","POINT",319.78,319.78,"Amanda"
"805","Waffle","bark/whine vocalization","POINT",325.817,325.817,"Amanda"
"806","Waffle","looking at owner","POINT",328.218,328.218,"Amanda"
"807","Waffle","bark/whine vocalization","POINT",335.688,335.688,"Amanda"
"808","Waffle","bark/whine vocalization","POINT",361.2,361.2,"Amanda"
"809","Waffle","alternating gaze","POINT",376.34,376.34,"Amanda"
"810","Waffle","looking at owner","POINT",395.883,395.883,"Amanda"
"811","Waffle","alternating gaze","POINT",398.883,398.883,"Amanda"
"812","Waffle","looking at owner","POINT",433.2,433.2,"Amanda"
"813","Waffle","interacting with tupperware","STATE",486.558,487.892,"Amanda"
"814","Waffle","interacting with tupperware","STATE",488.825,490.327,"Amanda"
"815","Waffle","interacting with tupperware","STATE",491.927,493.393,"Amanda"
"816","Waffle","interacting with tupperware","STATE",504.4,505.8,"Amanda"
"817","Waffle","looking at owner","POINT",509.768,509.768,"Amanda"
"818","Waffle","looking at owner","POINT",522.34,522.34,"Amanda"
"819","Waffle","alternating gaze","POINT",523.475,523.475,"Amanda"
"820","Waffle","looking at owner","POINT",540.248,540.248,"Amanda"
"821","Waffle","looking at owner","POINT",572.03,572.03,"Amanda"
"822","Waffle","looking at owner","POINT",590.072,590.072,"Amanda"
"823","Waffle","looking at owner","POINT",639.095,639.095,"Amanda"
"824","Waffle","looking at owner","POINT",642.697,642.697,"Amanda"
"825","Waffle","interacting with tupperware","STATE",725.535,728.268,"Amanda"
"826","Waffle","bark/whine vocalization","POINT",733.338,733.338,"Amanda"
"827","Waffle","alternating gaze","POINT",735.205,735.205,"Amanda"
"828","Waffle","bark/whine vocalization","POINT",741.875,741.875,"Amanda"
"829","Waffle","looking at owner","POINT",763.518,763.518,"Amanda"
"830","Waffle","bark/whine vocalization","POINT",784.895,784.895,"Amanda"
"831","Waffle","alternating gaze","POINT",786.195,786.195,"Amanda"
"832","Waffle","bark/whine vocalization","POINT",893.978,893.978,"Amanda"
"833","Waffle","interacting with tupperware","STATE",1012.133,1012.8,"Amanda"
"834","Waffle","interacting with tupperware","STATE",1013.333,1013.733,"Amanda"
"835","Waffle","interacting with tupperware","STATE",1014.302,1015.068,"Amanda"
"836","Waffle","interacting with tupperware","STATE",1015.868,1016.002,"Amanda"
"837","Waffle","interacting with tupperware","STATE",1016.402,1016.568,"Amanda"
"838","Waffle","interacting with tupperware","STATE",1017.435,1017.602,"Amanda"
"839","Waffle","interacting with tupperware","STATE",1017.868,1018.037,"Amanda"
"840","Waffle","interacting with tupperware","STATE",1018.203,1018.37,"Amanda"
"841","Waffle","interacting with tupperware","STATE",1018.537,1022.505,"Amanda"
"842","Waffle","interacting with tupperware","STATE",1022.672,1022.905,"Amanda"
"843","Waffle","interacting with tupperware","STATE",1025.607,1030.342,"Amanda"
"844","Waffle","interacting with tupperware","STATE",1030.742,1031.108,"Amanda"
"845","Waffle","interacting with tupperware","STATE",1031.342,1032.677,"Amanda"
"846","Waffle","interacting with tupperware","STATE",1035.01,1035.143,"Amanda"
"847","Waffle","interacting with tupperware","STATE",1035.71,1035.978,"Amanda"
"848","Waffle","interacting with tupperware","STATE",1036.312,1036.512,"Amanda"
"849","Waffle","interacting with tupperware","STATE",1037.012,1037.512,"Amanda"
"850","Waffle","interacting with tupperware","STATE",1039.613,1040.547,"Amanda"
"851","Waffle","interacting with tupperware","STATE",1040.647,1040.78,"Amanda"
"852","Waffle","interacting with tupperware","STATE",1040.88,1041.113,"Amanda"
"853","Waffle","interacting with tupperware","STATE",1041.813,1042.513,"Amanda"
"854","Waffle","interacting with tupperware","STATE",1043.282,1044.348,"Amanda"
"855","Waffle","interacting with tupperware","STATE",1045.115,1046.315,"Amanda"
"856","Waffle","interacting with tupperware","STATE",1047.65,1048.417,"Amanda"
"857","Waffle","interacting with tupperware","STATE",1048.917,1049.417,"Amanda"
"858","Waffle","interacting with tupperware","STATE",1049.983,1051.352,"Amanda"
"859","Waffle","interacting with tupperware","STATE",1053.618,1064.023,"Amanda"
"860","Waffle","looking at owner","POINT",1071.993,1071.993,"Amanda"
"861","Waffle","nudging/scratching/paw owner","POINT",1074.795,1074.795,"Amanda"
"862","Waffle","nudging/scratching/paw owner","POINT",1075.897,1075.897,"Amanda"
"863","Waffle","nudging/scratching/paw owner","POINT",1076.33,1076.33,"Amanda"
"864","Waffle","looking at owner","POINT",1082.398,1082.398,"Amanda"
"865","Waffle","positioning in front of owner","POINT",1083.833,1083.833,"Amanda"
"866","Waffle","bark/whine vocalization","POINT",1098.44,1098.44,"Amanda"
"867","Waffle","bark/whine vocalization","POINT",1108.845,1108.845,"Amanda"
"868","Waffle","bark/whine vocalization","POINT",1119.25,1119.25,"Amanda"
"869","Waffle","bark/whine vocalization","POINT",1172.573,1172.573,"Amanda"
"870","Waffle","bark/whine vocalization","POINT",1176.775,1176.775,"Amanda"
"871","Waffle","bark/whine vocalization","POINT",1179.777,1179.777,"Amanda"
"872","Waffle","bark/whine vocalization","POINT",1183.245,1183.245,"Amanda"
"873","Waffle","bark/whine vocalization","POINT",1190.948,1190.948,"Amanda"
"874","Waffle","interacting with tupperware","STATE",1268.918,1269.052,"Amanda"
"875","Waffle","interacting with tupperware","STATE",1269.218,1269.718,"Amanda"
"876","Waffle","interacting with tupperware","STATE",1271.52,1271.72,"Amanda"
"877","Waffle","interacting with tupperware","STATE",1273.287,1273.687,"Amanda"
"878","Waffle","interacting with tupperware","STATE",1278.39,1278.79,"Amanda"
"879","Waffle","interacting with tupperware","STATE",1279.923,1280.023,"Amanda"
"880","Waffle","interacting with tupperware","STATE",1283.025,1283.258,"Amanda"
"881","Waffle","interacting with tupperware","STATE",1283.558,1284.092,"Amanda"
"882","Waffle","interacting with tupperware","STATE",1287.527,1287.693,"Amanda"
"883","Waffle","interacting with tupperware","STATE",1287.827,1288.56,"Amanda"
"884","Waffle","looking at owner","POINT",1292.897,1292.897,"Amanda"
"885","Waffle","alternating gaze","POINT",1293.63,1293.63,"Amanda"
"886","Waffle","nudging/scratching/paw owner","POINT",1297.698,1297.698,"Amanda"
"887","Waffle","nudging/scratching/paw owner","POINT",1298.198,1298.198,"Amanda"
"888","Waffle","looking at owner","POINT",1300.133,1300.133,"Amanda"
"889","Waffle","looking at owner","POINT",1344.153,1344.153,"Amanda"
"890","Waffle","looking at owner","POINT",1385.905,1385.905,"Amanda"
"891","Waffle","looking at owner","POINT",1393.808,1393.808,"Amanda"
"892","Waffle","looking at owner","POINT",1402.147,1402.147,"Amanda"
"893","Waffle","looking at owner","POINT",1438.597,1438.597,"Amanda"
"894","Remi","looking at owner","POINT",32.785,32.785,"Amanda"
"895","Remi","alternating gaze","POINT",33.385,33.385,"Amanda"
"896","Remi","interacting with tupperware","STATE",35.618,40.255,"Amanda"
"897","Remi","interacting with tupperware","STATE",40.922,43.29,"Amanda"
"898","Remi","interacting with tupperware","STATE",44.857,47.892,"Amanda"
"899","Remi","alternating gaze","POINT",49.027,49.027,"Amanda"
"900","Remi","interacting with tupperware","STATE",53.828,57.698,"Amanda"
"901","Remi","interacting with tupperware","STATE",59.632,66.535,"Amanda"
"902","Remi","interacting with tupperware","STATE",83.945,87.113,"Amanda"
"903","Remi","looking at owner","POINT",96.452,96.452,"Amanda"
"904","Remi","alternating gaze","POINT",97.352,97.352,"Amanda"
"905","Remi","alternating gaze","POINT",115.462,115.462,"Amanda"
"906","Remi","alternating gaze","POINT",124.4,124.4,"Amanda"
"907","Remi","looking at owner","POINT",144.645,144.645,"Amanda"
"908","Remi","looking at owner","POINT",148.947,148.947,"Amanda"
"909","Remi","looking at owner","POINT",198.14,198.14,"Amanda"
"910","Remi","looking at owner","POINT",201.842,201.842,"Amanda"
"911","Remi","alternating gaze","POINT",203.343,203.343,"Amanda"
"912","Remi","interacting with tupperware","STATE",279.183,284.053,"Amanda"
"913","Remi","interacting with tupperware","STATE",285.153,289.857,"Amanda"
